
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
		Snafu_ScarH_Snow_GUN,              W,		30000,			10000
		Snafu_ScarH_Tan_GUN,               W,		30000,			10000
		Snafu_pkp_Black_GUN,               W,		75000,			25000
		Snafu_pkp_NBlack_GUN,              W,		75000,			25000
		SNAFUM24_GUN,                      W,		90000,			30000
		SNAFU_AWM_Gun,                     W,		90000,			30000
		SNAFUM98B_Atac_GUN,                W,		90000,			30000
		SNAFUM98B_Digi_GUN,                W,		90000,			30000
		SNAFUM98B_Ger_GUN,                 W,		90000,			30000
		SNAFUM98B_Mc_GUN,                  W,		90000,			30000
		SNAFUM98B_Snow_GUN,                W,		90000,			30000
		SNAFUM98B_Wood_GUN,                W,		90000,			30000
		SNAFUT5000_Dkmcc_GUN,              W,		90000,			30000
		SNAFUT5000_Snow_GUN,               W,		90000,			30000
		SNAFUT5000_Wood_GUN,               W,		90000,			30000
		SNAFUSRSA2,                        W,		90000,			30000
		SNAFUTac21,                        W,		90000,			30000
		SNAFUDVL10M2,                      W,		90000,			30000
		SNAFU_MAR10_Black_GUN,             W,		90000,			30000
		SNAFUGevar_Grey,                   W,		95000,			30000
		SNAFUGevar_Black,                  W,		95000,			30000
		SNAFUGevar_Green,                  W,		95000,			30000
		SNAFUGevar_Tan,                    W,		95000,			30000
		SNAFUKivaari_Black_GUN,            W,		100000,			35000			
		SNAFUKivaari_Tan_GUN,              W,		100000,			35000
		SNAFUKivaari_Grey_GUN,             W,		100000,			35000
		SNAFUKivaari_Snow_GUN,             W,		100000,			35000
		SNAFU_M300BK,	                   W,		200000,			70000
		SNAFU_M300TAN,	                   W,		200000,			70000
		SNAFU_M300Green,                   W,		200000,			70000
		GCGN_M200,                         W,		200000,			70000
		SNAFU_M200Green,                   W,		200000,			70000
		SNAFU_M200SNOW,	                   W,		200000,			70000
		GCGN_M200_Tan,                     W,		200000,			70000
		SNAFUM96,                          W,		190000,			60000
		SNAFUGM6Lynx,                      W,		175000,			65000
		GCGN_M82_Barret,                   W,		175000,			65000
		SNAFUAX50_GUN,                     W,		200000,			75000
		SNAFU_AS50_GUN,                    W,		210000,			75000
		SNAFUASh12,                        W,		90000,			30000
		SNAFUVSSK,		                   W,		220000,			75000
		SNAFUAlligator,                    W,		225000,			80000

		<Category> SNAFU Magazines
		SNAFUAPS_20rdMag,                   *,		200,			50
		SN_Springfield_Mag,                 *,		275,			75
		SN_Mp443_Mag,                       *,		275,			75
		SN_M9_Mag,                          *,		275,			75
		GCGN_Vityaz_30Rnd,                  *,		300,			100
		Tec9_Mag,                           *,		300,			100
		SNAFUVECTOR_9mm_Mag,                *,		400,			150
		SNAFU_MP9_30rnd_Mag,                *,		300,			100
		SNAFU_Fort12_12rnd_Mag,             *,		275,			75
		SNAFU_MPX_30rnd_Mag,                *,		300,			100
		SNAFU_Agram_32rnd_Mag,              *,		400,			150
		SNAFUKH9_30rdMag,                   *,		300,			100
		SNAFUSten_32rdMag,                  *,		400,			150
		SNAFU_PDW_9mm_Mag,                  *,		400,			150
		SNAFU_PDW_45ACP_Mag,                *,		400,			150
		SNAFUUzi_32rdMag,                   *,		400,			150
		SNAFUUzi_72rdMag,                   *,		1000,			300
		SN_USP_Mag,                         *,		275,			75
		SNAFUVECTOR_45acp_Mag,              *,		400,			150
		SNAFUThompsonMk2_30rdMag,           *,		300,			100
		GCGN_MP7_40Rnd,                     *,		800,			250
		SNAFUP90_50rdMag,                   *,		1000,			300
		SN_Auto_Shotgun_Mag,                *,		2500,			800
		VR80_Magazine_5rd,                  *,		1000,			300
		VR80_Magazine_10rd,                 *,		1500,			500
		AA12_Mag,                           *,		4000,			1300
		SNAFU_SR3Vikhr_Mag,                 *,		2000,			750
		SNAFU_M1918A2_Mag,                  *,		1000,			500
		SNAFU_AK12_Mag,                     *,		2000,			600
		SNAFU_RPK16_Black_Mag,              *,		6000,			2000
		SNAFU_RPK16_Green_Mag,              *,		6000,			2000
		SNAFU_RPK16_Tan_Mag,                *,		6000,			2000
		SNAFU_U100_Mag,                     *,		9000,			3000
		SNAFU_PMAG556_Black,                *,		2000,			600
		SNAFU_PMAG556_Grey,                 *,		2000,			600
		SNAFU_PMAG556_OD,                   *,		2000,			600
		SNAFU_PMAG556_Tan,                  *,		2000,			600
		SNAFU_BMAG556_Black,                *,		10000,			3000
		SNAFU_BMAG556_Tan,                  *,		10000,			3000
		SNAFU_CMAG30556_Black,              *,		2000,			600
		SNAFU_CMAG30556_Tan,                *,		2000,			600
		SNAFU_CMAG40556_Black,              *,		2500,			750
		SNAFU_CMAG40556_Tan,                *,		2500,			750
		SNAFU_CMAG60556_Black,              *,		4000,			1250
		SNAFU_CMAG60556_Tan,                *,		4000,			1250
		GCGN_HK416_Mag,                     *,		4000,			1250
		SNAFU_CMAG30300_Black,              *,		2000,			600
		SNAFU_CMAG30300_Tan,                *,		2000,			600
		SNAFU_CMAG40300_Black,              *,		2500,			750
		SNAFU_CMAG40300_Tan,                *,		2500,			750
		SNAFU_CMAG60300_Black,              *,		4000,			1250
		SNAFU_CMAG60300_Tan,                *,		4000,			1250
		SNAFU_BMAG300_Tan,                  *,		10000,			3000
		SNAFU_BMAG300_Black,                *,		10000,			3000
		SG550_Mag,                          *,		2000,			625
		SNAFUAUG_30rdMag,                   *,		2000,			625
		SNAFUMk12_20rdMag,                  *,		1500,			500
		GCGN_M249_Mag,                      *,		12000,			3500
		SNAFU_KAC_Mag,                      *,		2000,			625
		SNAFUHoneyBadger_30rdMag_Black,     *,		2000,			625
		SNAFUHoneyBadger_30rdMag_Tan,       *,		2000,			625
		SNAFUAR15_SPR_30RND_Mag,            *,		2000,			625
		SNAFUAR15_SPR_40RND_Mag,            *,		2500,			750
		SNAFUAR15_SPR_60RND_Mag,            *,		4000,			1250
		SNAFUAR15_SPR_100RND_Mag,           *,		10000,			3000
		SNAFUPPSh_71rdMag,                  *,		4000,			1300
		SNAFU_SKS_10Rnd_Mag,                *,		1000,			325
		SNAFU_SKS_30Rnd_Mag,                *,		3000,			1000
		GCGN_VEPR_10rnd,                    *,		1000,			325
		SNAFUPPSKN_30rdMag,                 *,		3000,			1000
		SNAFU_AK103_Mag,                    *,		3000,			1000
		SNAFURPD_100rdMag,                  *,		12000,			3250
		SNAFU_M14_Mag,                      *,		4000,			1250
		SNAFU_M76_Mag,                      *,		2000,			700
		SNAFU_FRF2_Mag,                     *,		2000,			700
		GCGN_M110_Mag,						*,		4000,			1250
		SNAFU_SR25_Mag,                     *,		4000,			1250
		SNAFU_Saint_Mag,                    *,		4000,			1250
		SNAFURSASS_Mag,                     *,		4000,			1250
		GCGN_M700_Mag,                      *,		2000,			700
		SNHK417_Mag,                        *,		4000,			1250
		Modified_SA58_30RND_BK,             *,		6000,			2000
		Modified_SA58_30RND_WBK,            *,		6000,			2000
		Modified_SA58_30RND_DT,             *,		6000,			2000
		SA58_DrumMag,                       *,		10000,			3250
		SA58_30RND_BK,                      *,		6000,			2000
		SA58_30RND_WBK,                     *,		6000,			2000
		SA58_30RND_DT,                      *,		6000,			2000
		GCGN_Mag_FAL_50Rnd,                 *,		10000,			3250
		SNAFUM1A_20rdMag,                   *,		4000,			1250
		SNAFU_AK308_Mag,                    *,		4000,			1250
		Snafu_ScarH_25RND_Mag_BK,           *,		4250,			1400
		Snafu_ScarH_25RND_Mag_DKMC,         *,		4250,			1400
		Snafu_ScarH_25RND_Mag_OD,           *,		4250,			1400
		Snafu_ScarH_25RND_Mag_Snow,         *,		4250,			1400
		Snafu_ScarH_25RND_Mag_Tan,          *,		4250,			1400
		SNAFU_ScarH_100RND_Mag_Black,       *,		20000,			6500
		SNAFU_ScarH_100RND_Mag_Tan,         *,		20000,			6500
		Snafu_pkp_250RND_Mag,               *,		35000,			12000
		SNAFUM24_Mag,                       *,		8000,			2250
		SNAFU_AWM_Mag,                      *,		8000,			2250
		SNAFUM98B_Mag,                      *,		15000,			5000
		SNAFUT5000_Mag,                     *,		8000,			2250
		SNAFUSRSA2_10rdMag,                 *,		15000,			5000
		SNAFUTac21_5rdMag,                  *,		8000,			2250
		SNAFUDVL10M2_5rdMag,                *,		8000,			2250
		SNAFU_Mar10_15rnd_Mag,              *,		20000,			6500
		SNAFUGevar_10rdMag,                 *,		15000,			5000
		SNAFUKivaari_10rdMag,               *,		15000,			5000
		SNAFUKivaari_25rdMag,               *,		24000,			8000
		SNAFU_M300Mag,	                    *,		35000,			12000
		GCGN_M200_Mag,                      *,		35000,			12000
		SNAFUM96_5rdMag,                    *,		35000,			12000
		SNAFUGM6Lynx_5rdMag,                *,		35000,			12000
		GCGN_M82_Mag,                       *,		40000,			13250
		SNAFUAX50_Mag,                      *,		35000,			12000
		SNAFU_AS50_Mag,                     *,		40000,			13250
		SNAFUASh12_20rdMag,                 *,		45000,			15000
		SNAFUAlligator_5rdMag,              *,		45000,			15000		
	
	<Category> SNAFU Scopes
		GCGN_M84_Optic,						*,		1500,			600
		SNAFU_HuntingOptic,                 *,		1500,			600
		SNAFU_AKHuntingOptic,               *,		1500,			600
		SNAFU_HHuntingOptic,                *,		1500,			600
		SNAFU_MHuntingOptic,                *,		1500,			600
		SNAFU_M14Optic,                     *,		1500,			600
		SNAFU_Nightforce,                   *,		1500,			600
		SNAFU_AKNightforce,                 *,		1500,			600
		SNAFU_HNightforce,                  *,		1500,			600
		SNAFU_MNightforce,                  *,		1500,			600
		SNAFU_Leupold_Mark8,                *,		1500,			600
		SNAFU_AKLeupold_Mark8,              *,		1500,			600
		SNAFU_HLeupold_Mark8,               *,		1500,			600
		SNAFU_MLeupold_Mark8,               *,		1500,			600
		SNAFU_Kahles,                       *,		1500,			600
		SNAFU_AKKahles,                     *,		1500,			600
		SNAFU_HKahles,                      *,		1500,			600
		SNAFU_MKahles,                      *,		1500,			600
		SNAFU_Aimpoint_ACO,                 *,		1500,			600
		SNAFU_AKAimpoint_ACO,               *,		1500,			600
		SNAFU_HAimpoint_ACO,                *,		1500,			600
		SNAFU_MAimpoint_ACO,                *,		1500,			600
		SNAFU_Aimpoint_M5,                  *,		1500,			600
		SNAFU_AKAimpoint_M5,                *,		1500,			600
		SNAFU_HAimpoint_M5,                 *,		1500,			600
		SNAFU_MAimpoint_M5,                 *,		1500,			600
		SNAFU_Elcan,                        *,		1500,			600
		SNAFU_AKElcan,                      *,		1500,			600
		SNAFU_HElcan,                       *,		1500,			600
		SNAFU_MElcan,                       *,		1500,			600
		SNAFU_EOTech_EXPS3,                 *,		1500,			600
		SNAFU_AKEOTech_EXPS3,               *,		1500,			600
		SNAFU_HEOTech_EXPS3,                *,		1500,			600
		SNAFU_MEOTech_EXPS3,                *,		1500,			600
		SNAFU_Trijicon,                     *,		1500,			600
		SNAFU_AKTrijicon,                   *,		1500,			600
		SNAFU_Trijicon_Docter,              *,		1500,			600
		SNAFU_AKTrijicon_Docter,            *,		1500,			600
		SNAFU_HTrijicon,                    *,		1500,			600
		SNAFU_HTrijicon_Docter,             *,		1500,			600
		SNAFU_MTrijicon,                    *,		1500,			600
		SNAFU_MTrijicon_Docter,             *,		1500,			600
		SNAFU_Walther,                      *,		1500,			600
		SNAFU_AKWalther,                    *,		1500,			600
		SNAFU_HWalther,                     *,		1500,			600
		SNAFU_MWalther,                     *,		1500,			600
		SNAFU_Docter,                       *,		1500,			600
		SNAFU_Tango6T_Black,                *,		1500,			600
		SNAFU_Tango6T_Tan,                  *,		1500,			600
		SNAFU_Tango6T_Wood,                 *,		1500,			600
		SNAFU_Tango6T_Snow,                 *,		1500,			600
		SNAFU_AKTango6T_Black,              *,		1500,			600
		SNAFU_AKTango6T_Tan,                *,		1500,			600
		SNAFU_AKTango6T_Wood,               *,		1500,			600
		SNAFU_AKTango6T_Snow,               *,		1500,			600
		SNAFU_MTango6T_Black,               *,		1500,			600
		SNAFU_MTango6T_Tan,                 *,		1500,			600
		SNAFU_MTango6T_Wood,                *,		1500,			600
		SNAFU_MTango6T_Snow,                *,		1500,			600
		SNAFU_Kobra,                        *,		1500,			600
		SNAFU_IRONMODOptic,                 *,		1500,			600
		
	<Category> SNAFU HandGuards
		SNAFU_GADAR,						*,		500,			100
		SNAFU_HG625,                        *,		500,			100
		SNAFU_HGGS,                         *,		500,			100
		SNAFU_MCMR07,                       *,		500,			100
		SNAFU_MCMR08,                       *,		500,			100
		SNAFU_MCMR09,                       *,		500,			100
		SNAFU_MCMR10,                       *,		500,			100
		SNAFU_MCMR13,                       *,		500,			100
		SNAFU_MCMR15,                       *,		500,			100
		SNAFU_HGMlok,                       *,		500,			100
		SNAFU_HGMlok_Tan,                   *,		500,			100
		SNAFU_MK7,                          *,		500,			100
		SNAFU_MK9,                          *,		500,			100
		SNAFU_MK10,                         *,		500,			100
		SNAFU_MK13,                         *,		500,			100
		SNAFU_MK15,                         *,		500,			100
		SNAFU_LVOAHG,                       *,		500,			100
		SNAFU_MK47HG,                       *,		500,			100
		SNAFU_SR3HG,                        *,		500,			100
		SNAFU_AK_HG,                        *,		500,			100
		SNAFU_M249HG,                       *,		500,			100
		
	<Category> SNAFU Stocks
		SA58_Stock,							*,		250,			100
		SNAFU_AK_AR_Stock,                  *,		250,			100
		SNAFU_M4SS_Stock,                   *,		250,			100
		SNAFU_MOE_Stock,                    *,		250,			100
		SNAFU_PRSGen3_Stock,                *,		250,			100
		SNAFU_SCQR_Stock,                   *,		250,			100
		SNAFU_SADAR_Stock,                  *,		250,			100
		SNAFU_SBA_Stock,                    *,		250,			100
		SNAFU_UBR_Stock,                    *,		250,			100
		SNAFU_AK19_Stock,                   *,		250,			100
		SNAFU_MK47_Stock,                   *,		250,			100
		SNAFU_M249Stock,                    *,		250,			100
		SNAFU_M200S_BK,                     *,		250,			100
		SNAFU_M200S_Tan,                    *,		250,			100
		SNAFU_M200S_Green,                  *,		250,			100
		SNAFU_M200S_Snow,                   *,		250,			100
		SNAFU_M200B_BK,                     *,		250,			100
		SNAFU_WSR3Stock,                    *,		250,			100
		SNAFUDSASA58_Stock,                 *,		250,			100
				
	<Category> SNAFU Suppressors
		GCGN_M1Garand_Supp,								*,		20000,			500
		SR3_Vikhr_Supp,                                 *,		20000,			500
		SNAFU_SR25_Supp,                                *,		20000,			500
		SNAFU_Normalized_Suppressor_Green,              *,		20000,			500
		SNAFU_Normalized_Suppressor_Black,              *,		20000,			500
		SNAFU_Standardized_Suppressor_Black,            *,		20000,			500
		SNAFU_Standardized_Suppressor_Green,            *,		20000,			500
		SNAFU_LNormalized_Suppressor_Black,             *,		20000,			500
		SNAFU_LNormalized_Suppressor_Green,             *,		20000,			500
		SNAFU_LStandardized_Suppressor_Black,           *,		20000,			500
		SNAFU_LStandardized_Suppressor_Green,           *,		20000,			500
		SNAFUAR15_SPR_SIL,                              *,		20000,			500
		SNAFUAR15_SPR_SQSIL,                            *,		20000,			500
		SNAFUKivaari_338_Supp,                          *,		30000,			500
		SNAFU_408_Suppressor_T,                         *,		40000,			500
		Snafu_ScarH_SIL_Tan,                            *,		20000,			500
		Snafu_ScarH_SIL_Black,                          *,		20000,			500
		SNAFUGevar_Suppressor_Tan,                      *,		30000,			500
		SNAFUGevar_Suppressor_Green,                    *,		30000,			500
		SNAFU_Agram_Suppressor_Black,                   *,		10000,			500
		SNAFU_MPX_Suppressor_Black,                     *,		10000,			500
		SNAFU_SPMOD,                                    *,		20000,			500
		SNAFU_HeramuzzelF,                              *,		2000,			500
		SNAFU_MuzzelFF,                                 *,		2000,			500
		SNAFU_SR3Vikhr_Supp,                            *,		2000,			500
		SNAFU_AK308Muzzel,                              *,		2000,			500
		SNAFU_AK19Muzzel,                               *,		2000,			500
		SNAFU_MK47Muzzel,                               *,		2000,			500
		
	<Category> SNAFU Bipods
		SNAFU_Bipod,						*,		750,			250
		SNAFU_PKPBIPOD,                     *,		2000,			250
		SNAFU_NPKPBIPOD,                    *,		750,			250
		SNAFU_AtlasBipod,                   *,		750,			250
		SNAFU_ModBipod,                     *,		750,			250
		SNAFU_VSSKbipod,                    *,		2500,			250
		SNAFU_M249Bipod,                    *,		1000,			250
		SNAFU_M200B_BK,                     *,		2500,			250
		
	<Category> SNAFU Attachments
		SNAFU_SKS_Bayonet,						*,		500,			250
		GCGN_M1Garand_FlashHider,               *,		500,			250
		GCGN_M1Garand_Bayonet,                  *,		500,			250
		SNAFU_AK_Mount_Base,                    *,		500,			250
		SNAFU_Hunting_Mount_Base,               *,		500,			250
		SNAFU_Mosin_Mount_Base,                 *,		500,			250
		SNAFU_TACGripColtA2_Tan,                *,		500,			250
		SNAFU_TACGripColtA2_OD,                 *,		500,			250
		SNAFU_TACGripColtA2_Grey,               *,		500,			250
		SNAFU_TACGripColtA2_BK,                 *,		500,			250
		SNAFU_GIGripColtA2,                     *,		500,			250
		SNAFUUniversalLight,                    *,		500,			250
		SNAFU_PistolGripColtA2,                 *,		500,			250
		SNAFU_PEQ1_Laser,                       *,		500,			250

	<Category> SNAFU Ammo
		GCGN_Ammo_3006,							*,		2000,			2000
		GCGN_Ammo_408Chey,						*,		2000,			2000
		SNAFU_Ammo_338,							*,		10000,			10000
		GCGN_Ammo_762x51,                       *,		1050,			1050
		SNAFU_Ammo_300ACC,                      *,		700,			700
		SNAFU_Ammo_46x30,                       *,		600,			600
		SNAFU_Ammo_5_7x28mm,                    *,		600,			600
		SNAFU_Ammo_127x55mm,                    *,		10000,			10000
		SNAFU_Ammo_45_70mm,                     *,		550,			550
		SNAFU_Ammo_500_SW,                      *,		800,			800
		SNAFU_Ammo_145Cal,                      *,		500,			500
		SNAFU_MD_Ammo_556x45mm_M855A1,          *,		800,			800
		SNAFU_Ammo_762x25,                      *,		600,			600
		SNAFU_Ammo_44,                          *,		600,			600
		GCGN_Ammo_50Cal,                        *,		600,			600
		SNAFU_Ammo_127x55mmAP,                  *,		600,			600
		
	<Category> SNAFU Grips
		SA58_FGrip,							*,		300,			200
		SNAFUAR15_AFG,                      *,		300,			200
		SNAFUScar_AFG_Tan,                  *,		300,			200
		SNAFUScar_AFG_BK,                   *,		300,			200
		SNAFUMPX_Grip,                      *,		300,			200
		SNAFU_AFG_02_Black,                 *,		300,			200
		SNAFU_AFG_02_Tan,                   *,		300,			200
		SNAFU_AFG_02_OD,                    *,		300,			200
		SNAFU_FGKAC_Grip,                   *,		300,			200
		SNAFU_FGCR_Grip,                    *,		300,			200
		SNAFU_SR3Grip,                      *,		300,			200
		SNAFU_M249Grip,         

<Category> Mortys Weapons
TTC_KAC, W, 20000, 7500
TTC_MAS36, W, 20000, 7500
TTC_Winchester1873, W, 20000, 7500
TTC_kar98k, W, 20000, 7500
TTC_R700, W, 20000, 7500
TTCSR25, W, 20000, 7500
TTCSR25_Desert, W, 20000, 7500
TTCSR25_Snow, W, 20000, 7500
TTCSR25_OD, W, 20000, 7500
TTC_HK416Tan, W, 20000, 7500
TTC_HK416OD, W, 20000, 7500
TTC_HK416Black, W, 20000, 7500
TTC_SG552, W, 20000, 7500
TTC_SG552_Wood, W, 20000, 7500
TTC_SG552_Black, W, 20000, 7500
TTC_SG550, W, 20000, 7500
TTC_SG550_Black, W, 20000, 7500
TTC_SG550_Pink, W, 20000, 7500
TTC_M16, W, 20000, 7500
TTC_AEK973, W, 20000, 7500
TTC_M4DMR, W, 20000, 7500
TTC_M4DMROD, W, 20000, 7500
TTC_M4DMRDesert, W, 20000, 7500
TTC_FD338, W, 40000, 7500
TTC_AACHoney, W, 20000, 7500
TTC_AACHoney_B, W, 20000, 7500
TTC_AACHoney_300blk, W, 20000, 7500
TTC_AACHoney_300blk_B, W, 20000, 7500
TTC_M24, W, 40000, 7500
TTC_M24_Bjorn, W, 40000, 7500
TTC_M24_Woodland, W, 40000, 7500
TTC_M24_WoodlandOld, W, 40000, 7500
TTC_SCARHBlack, W, 20000, 7500
TTC_SCARL, W, 20000, 7500
TTC_SCARLSnow, W, 20000, 7500
TTC_SCARLBlack, W, 20000, 7500
TTC_M16A4, W, 20000, 7500
TTC_Beowulf, W, 40000, 7500
TTC_M82, W, 80000, 7500
TTC_M82_Tan, W, 80000, 7500
TTC_HKG28, W, 20000, 7500
TTC_LeeEnfield, W, 20000, 7500
TTC_M1Garand, W, 20000, 7500
TTC_M4Tac, W, 20000, 7500
TTC_M14, W, 20000, 7500
TTC_MRAD, W, 20000, 7500
TTC_XM2010, W, 20000, 7500
TTC_AK12, W, 20000, 7500
TTC_AK12_Worn, W, 20000, 7500
TTC_G3, W, 20000, 7500
TTC_M14_Camo, W, 20000, 7500
TTC_M14_Snow, W, 20000, 7500
TTC_Kimber, W, 7500, 3500
TTC_Mossberg, W, 20000, 7500
TTC_HK417, W, 20000, 7500
TTC_M9, W, 7500, 3500
TTC_AKMod, W, 20000, 7500
TTC_AKMod_Gold, W, 20000, 7500
TTC_AKMod_Snow, W, 20000, 7500
TTC_AKMod_Multi, W, 20000, 7500
TTC_AKMod_Digi, W, 20000, 7500
TTC_AKMod_Tan, W, 20000, 7500
TTC_AKModPK, W, 25000, 7500
TTC_AKModPK_Gold, W, 25000, 7500
TTC_AKModPK_Snow, W, 25000, 7500
TTC_AKModPK_Multi, W, 25000, 7500
TTC_AKModPK_Digi, W, 25000, 7500
TTC_AKModPK_Tan, W, 25000, 7500
TTC_R700_Black, W, 20000, 7500
TTC_M110, W, 20000, 7500
TTC_M110_Black, W, 20000, 7500
TTC_Maverick, W, 20000, 7500
TTC_AG3, W, 45000, 7500
TTC_FAL, W, 45000, 7500
TTC_Raptr, W, 45000, 7500
TTC_M24_NEW_Wood, W, 45000, 7500
TTC_M24_NEW_Black, W, 45000, 7500
TTC_M24_NEW_Camo, W, 45000, 7500
TTC_M24_NEW_CamoW, W, 45000, 7500
TTC_M24New_mag_5rnd, W, 45000, 7500
TTC_AVS36, W, 45000, 7500
TTC_CAR15, W, 45000, 7500
TTC_M1903, W, 45000, 7500
TTC_MCX, W, 45000, 7500
TTC_MCX_Tan, W, 45000, 7500
TTC_MCX_300blk, W, 45000, 7500
TTC_MCX_Tan_300blk, W, 45000, 7500
TTC_AKM, W, 45000, 7500
TTC_Deagle, W, 45000, 7500
TTC_Glock17, W, 45000, 7500
TTC_M9_Custom, W, 45000, 7500
TTC_MP5SD, W, 45000, 7500
TTC_MPX, W, 45000, 7500
TTC_PP91, W, 45000, 7500
TTC_UZI, W, 45000, 7500
TTC_M4Tac_Black, W, 45000, 7500
TTC_MP7A1, W, 45000, 7500
TTC_SVT40, W, 45000, 7500
TTC_M4DMRSNOW, W, 20000, 7500
TTC_STG44, W, 20000, 7500
TTC_BAR, W, 20000, 7500
TTC_GEVAR43, W, 80000, 7500
TTC_GEVAR43_Green, W, 80000, 7500
TTC_GEVAR43_Tan, W, 80000, 7500
TTC_GEVAR43_silver, W, 80000, 7500
TTC_L85, W, 20000, 7500
TTC_TAVOR, W, 20000, 7500
TTC_TAVOR_DMR, W, 20000, 7500
TTC_TAVOR_DMR, W, 20000, 7500
TTC_HK416Comp, W, 20000, 7500
TTC_MCX_Spear, W, 40000, 7500
TTC_MCX_Spear_Black, W, 40000, 7500
TTC_MK18, W, 20000, 7500
TTC_MK18_Black, W, 20000, 7500
TTC_44Magnum, W, 20000, 7500
TTC_44Magnum_Black, W, 20000, 7500
TTC_P320, W, 15000, 7500
TTC_Mk47, W, 45000, 7500
TTC_M1A_Black, W, 45000, 7500
TTC_M1A_Green, W, 45000, 7500
TTC_M1A_Tan, W, 45000, 7500
TTC_M1A_Snow, W, 45000, 7500
TTC_VHS, W, 45000, 7500

<Category> Mortys Weapon Parts

TTC_DMR_Barrel_556, *, 10000, 7500
TTC_DMR_Barrel_762, *, 11000, 7500
TTC_DMR_RifleFrame, *, 20000, 7500
TTC_AKMod_Barrel_76239, *, 11000, 7500
TTC_AKMod_Barrel_76254, *, 11000, 7500
TTC_AKMod_RifleFrame, *, 20000, 7500

<Category> Mortys Buttstocks

TTC_Buttstock, *, 300, 150
TTC_Buttstock2, *, 300, 150
TTC_Buttstock3, *, 300, 150
TTC_Buttstock_Honey, *, 300, 200
TTC_Buttstock_Camo, *, 300, 200
TTC_Buttstock_Digitan, *, 300, 200
TTC_Buttstock_Tan, *, 300, 200
TTC_Buttstock_UPC, *, 300, 200
TTC_ButtstockHK, *, 300, 200
TTC_Buttstock_Morty, *, 300, 200
TTC_Buttstock_AK12, *, 300, 200
TTC_AKMod_bttstk, *, 300, 200
TTC_AKMod_Gold_bttstk, *, 300, 200
TTC_AKMod_Snow_bttstk, *, 300, 200
TTC_AKMod_Multi_bttstk, *, 300, 200
TTC_AKMod_Digi_bttstk, *, 300, 200
TTC_AKMod_Tan_bttstk, *, 300, 200
TTC_FAL_Wood_Bttstck, *, 300, 200
TTC_MPXMCX1_Bttstck, *, 300, 200
TTC_MPXMCX1_Bttstck2, *, 300, 200
TTC_MPXMCX2_Bttstck, *, 300, 
TTC_Buttstock_CAR15, *, 300, 150
TTC_MPXMCXSPEAR_Bttstck, *, 300, 150


<Category> Mortys Ammunition
TTC_Ammo_8mm, 1, 20, 12
TTC_AmmoBox_8mm_20Rnd, *, 400, 200
TTC_AmmoBox_300blk_20rnd, *, 400, 200
TTC_Ammo_300blk, *, 400, 200
TTC_AmmoBox_338mm_10Rnd, *, 400, 200
TTC_Ammo_338, *, 400, 200
TTC_AmmoBox_50Beo_20rnd, *, 400, 200
TTC_Ammo_50Beo, *, 400, 200
TTC_Ammobox_50BMG_10rnd, *, 1000, 200
TTC_Ammo_50BMG, *, 1000, 200
TTC_AmmoBox_303_20Rnd, *, 400, 200
TTC_Ammo_303, *, 400, 200
TTC_AmmoBox_3006_20Rnd, *, 1000, 200
TTC_Ammo_3006, *, 1000, 200
TTC_AmmoBox_4570_20Rnd, *, 1000, 200
TTC_Ammo_4570, *, 1000, 200
TTC_Ammo_50AE, *, 1000, 200
TTC_AmmoBox_4630_20Rnd, *, 400, 200
TTC_Ammo_4630, *, 400, 200
TTC_AmmoBox_792x33_20Rnd, *, 400, 200
TTC_Ammo_792x33, *, 400, 200
TTC_AmmoBox_50AE, *, 1000, 200
TTC_Ammo_277, *, 400, 200
TTC_AmmoBox_277_20Rnd, *, 1000, 200
TTC_Ammo_44Mag, *, 400, 200
TTC_AmmoBox_44Mag, *, 400, 200

<Category> Mortys Mags
Mag_SG_30Rnd, M, 500, 250
TTC_308Stanag, M, 200, 100
TTC_300Stanag, M, 200, 100
TTC_300Cmag, M, 200, 100
TTC_338mag_10rnd, M, 200, 100
TTC_M24mag_5rnd, M, 200, 100
